"SFE","United States of America","New Mexico","Santa Fe"
"SFO","United States of America","California","San Francisco"
"SGF","United States of America","Missouri","Springfield"
"SGU","United States of America","Utah","St. George"
"SGY","United States of America","Alaska","Skagway"
"SHN","United States of America","Virginia","Shenandoah National Park"
"SHP","United States of America","New York","Southhampton"
"SHR","United States of America","Wyoming","Sheridan"
"SJC","United States of America","California","San Jose"
"SJD","Mexico","","Los Cabos"
"SJK","Brazil","","SAO JOSE DOS CAMPOS"
"SJO","Costa Rica","","San Jose"
"SJP","Brazil","","SAO JOSE DO RIO PRETO"
"SJR","Canada","Quebec","jean"
"SJU","Puerto Rico","","San Juan"
"SKB","Virgin Islands (British)","","St. Kitts"
"SLA","Argentina","","SALTA"
"SLC","United States of America","Utah","Salt Lake City"
"SLE","United States of America","Oregon","Salem"
"SLM","United States of America","Massachusetts","Salem"
"SLU","Saint Lucia","","Salem"
"SLZ","Brazil","","Sao Luis"
"SMA","Costa Rica","","Samara"
"SMC","Argentina","","San Miguel de Tucuman"
"SMR","United States of America","Georgia","Smyrna"
"SMT","Colombia","","Santa Marta"
"SMX","United States of America","California","Santa Maria"
"SNA","United States of America","California","Santa Ana"
"SNN","United States of America","California","Sunnyvale"
"SNS","United States of America","California","Salinas"
"SNU","United States of America","California","Santa Clara"
"SNW","United States of America","Colorado","Snowmass Village"
"SOK","Canada","British Columbia","Sooke"
"SOL","United States of America","California","Solvang"
"SOM","United States of America","Massachusetts","Somerville"
"SOU","United States of America","Connecticut","Southport"
"SPD","United States of America","Illinois","Springfield"
"SPF","United States of America","Virginia","Springfield"
"SPG","United States of America","Massachusetts","West Springfield"
"SPK","Canada","Ontario","Sun Peaks"
"SPO","United States of America","Washington","Spokane"
"SPR","United States of America","Utah","Springdale"
"SPS","United States of America","Texas","Wichita Falls"
"SRE","Bolivia (Plurinational State of)","","Wichita Falls"
"SRQ","United States of America","Florida","Sarasota"
"SRZ","Bolivia (Plurinational State of)","","Sarasota"
"SSA","Brazil","","Salvador de Bahia"
"SSD","United States of America","Oregon","Seaside"
"SSX","Saint Martin (French part)","","Seaside"
"STA","United States of America","Florida","St. Augustine"
"STB","United States of America","Massachusetts","Sturbridge"
"STH","United States of America","California","Saint Helena"
"STI","United States of America","New York","Staten Island"
"STJ","Virgin Islands (U.S.)","","St. John"
"STL","United States of America","Missouri","St. Louis"
"STM","United States of America","California","Santa Monica"
"STN","United States of America","New York","Stonybrook"
"STO","United States of America","Vermont","Stowe"
"STP","United States of America","Florida","St. Petersburg"
"STS","United States of America","","Sonoma County Santa Rosa"
"STT","Virgin Islands (U.S.)","","St. Thomas"
"STX","Virgin Islands (U.S.)","","St Croix"
"SUC","Uruguay","","Carmelo"
"SUG","United States of America","New Hampshire","Sugar Hill"
"SUN","United States of America","Florida","Sunny Isles"
"SUR","Canada","British Columbia","Surrey"
"SVC","United States of America","New Mexico","Silver City"
"SVD","Saint Vincent and the Grenadines","","Silver City"
"SWD","United States of America","Texas","Spicewood"
"SXM","Sint Maarten (Dutch part)","","Spicewood"
"SYA","United States of America","Massachusetts","South Yarmouth"
"TAB","Trinidad and Tobago","","South Yarmouth"
"TAG","Brazil","","Taguatinga"
"TAM","Costa Rica","","TAMARINDO"
"TBS","United States of America","Arizona","Tombstone"
"TDP","Chile","","Torres del Paine"
"TEA","Honduras","","Tela"
"TIG","United States of America","Oregon","Tigard"
"TIL","United States of America","Oregon","Tillamook"
"TIW","United States of America","Washington","Tacoma"
"TLP","United States of America","Washington","Tulalip"
"TLR","United States of America","California","Tulare"
"TMU","Costa Rica","","Tambor"
"TNP","United States of America","","Tambor"
"TOA","United States of America","California","Torrance"
"TOR","United States of America","Utah","Torrey"
"TPA","United States of America","Florida","Tampa"
"TRE","Canada","Quebec","Tremblant"
"TRH","Argentina","","Termas de Rio Hondo"
"TRI","United States of America","Florida","Treasure Island"
"TRL","United States of America","California","Turlock"
"TRU","Peru","","Trujillo"
"TSM","United States of America","New Mexico","Taos"
"TUL","United States of America","Oklahoma","Tulsa"
"TUS","United States of America","Arizona","Tucson"
"TVL","United States of America","California","Lake Tahoe"
"TWF","United States of America","Idaho","Twin Falls"
"TYS","United States of America","Virginia","Tysons Corner"
"UDI","Brazil","","Uberlandia"
"UGX","United States of America","Massachusetts","Saugus"
"UIO","Ecuador","","Quito"
"UNC","United States of America","Connecticut","Uncasville"
"UTI","United States of America","New York","Utica"
"UVI","Costa Rica","","Uvita"
"UXM","Mexico","","Uxmal"
"VAG","Brazil","","Varginha"
"VAJ","United States of America","California","Vallejo"
"VAP","Chile","","Valparaiso"
"VCP","Brazil","","Campinas"
"VEL","United States of America","Utah","Vernal"
"VIJ","Virgin Islands (British)","","Virgin Gorda"
"VIL","Brazil","","Vila Velha"
"VIS","United States of America","California","VISALIA"
"VIX","Brazil","","Vitoria"
"VQS","Puerto Rico","","Vieques"
"VRB","United States of America","Florida","Vero Beach"
"VRG","United States of America","Vermont","Vergennes"
"WAD","United States of America","New York","Wading River"
"WAR","United States of America","Rhode Island","West Warwick"
"WAT","United States of America","Oregon","Warrenton"
"WBU","United States of America","Colorado","Boulder"
"WDS","United States of America","California","Windsor"
"WDW","United States of America","Florida","Walt Disney World"
"WEE","United States of America","New Jersey","Weehawken"
"WES","United States of America","Florida","Weston"
"WHD","United States of America","California","West Hollywood"
"WHT","United States of America","California","Whittier"
"WIC","United States of America","Arizona","Wickenburg"
"WIL","United States of America","Arizona","Williams"
"WKL","United States of America","Hawaii","Waikoloa"
"WLD","United States of America","Missouri","Wildwood"
"WLT","United States of America","California","Willits"
"WMC","United States of America","Nevada","Winnemucca"
"WNC","United States of America","California","Walnut Creek"
"WOB","United States of America","Massachusetts","Woburn"
"WPT","United States of America","New York","West Point"
"WRN","United States of America","Vermont","Warren"
"WVL","United States of America","Maine","Waterville"
"WXI","United States of America","Montana","Whitefish"
"WYA","United States of America","Massachusetts","West Yarmouth"
"WYS","United States of America","Montana","West Yellowstone"
"XFL","Canada","Quebec","Shawinigan"
"XMG","United States of America","Minnesota","Maple Grove"
"YAM","Canada","Ontario","Sault Saint Marie"
"YAN","Peru","","Yanque"
"YBA","Canada","Alberta","Banff"
"YBD","Canada","British Columbia","New Westminster"
"YBL","Canada","British Columbia","Campbell River"
"YCC","Canada","Ontario","Cornwall"
"YCD","Canada","British Columbia","Nanaimo"
"YCL","Canada","","Liverpool"
"YCM","Canada","Ontario","St. Catharines"
"YCN","Canada","Ontario","Niagara OntheLake"
"YEG","Canada","Alberta","Edmonton"
"YEL","United States of America","Wyoming","Yellowstone"
"YGK","Canada","Ontario","Kingston"
"YHU","Canada","Quebec","Longueuil"
"YHZ","Canada","Nova Scotia","Halifax"
"YIA","Canada","Ontario","Niagara Falls"
"YJA","Canada","Alberta","Jasper"
"YKA","Canada","British Columbia","Kamloops"
"YLL","Canada","Alberta","Lake Louise"
"YLW","Canada","British Columbia","Kelowna"
"YMJ","Canada","Saskatchewan","Moose Jaw"
"YOO","Canada","Ontario","Oshawa"
"YOS","United States of America","California","Mariposa"
"YOW","Canada","Ontario","Ottawa"
"YPA","Canada","Saskatchewan","Prince Albert"
"YQB","Canada","","Quebec"
"YQE","Canada","British Columbia","Kimberly"
"YQF","Canada","Alberta","Red Deer"
"YQG","Canada","Ontario","Windsor"
"YQR","Canada","Saskatchewan","Regina"
"YQV","Canada","Saskatchewan","Yorkton"
"YQW","Canada","Saskatchewan","North Battleford"
"YRV","Canada","British Columbia","Revelstoke"
"YSJ","Canada","New Brunswick","Saint. John"
"YUB","United States of America","California","Yuba City"
"YUL","Canada","","Montreal"
"YUM","United States of America","Arizona","Yuma"
"YVR","Canada","British Columbia","Vancouver"
"YWG","Canada","Manitoba","Winnipeg"
"YWS","Canada","British Columbia","Whistler"
"YXC","Canada","British Columbia","Fernie"
"YXE","Canada","Saskatchewan","Saskatoon"
"YXH","Canada","Alberta","Medicine Hat"
"YXK","Canada","Quebec","Rimouski"
"YXS","Canada","British Columbia","Prince George"
"YXY","Canada","Yukon","Whitehorse"
"YYC","Canada","Alberta","Calgary"
"YYE","Canada","British Columbia","Fort Nelson"
"YYF","Canada","British Columbia","Osoyoos"
"YYJ","Canada","British Columbia","Victoria"
"YYN","Canada","Saskatchewan","Swift Current"
"YYZ","Canada","Ontario","Toronto"
"ZHU","United States of America","New Jersey","Hasbrouck Heights"
"ZIH","Mexico","","Ixtapa"
"ZIO","United States of America","Utah","Zion"
"ZXR","United States of America","","Zion"
